doi,title
10.19678/j.issn.1000-3428.0060387,QoE Evaluation and Prediction Based on Machine Learning in Service Function Chain
10.3788/CJL202148.1306003,Fatigue Crack Prediction Method for Aluminum Alloy Based on Fiber Bragg Grating Array
10.1504/ijse.2022.125979,A cross-country analysis of the role of service sector in the relationship between CO2 emissions and economic growth using machine learning techniques
10.1016/j.oceaneng.2021.109353,A Bayesian machine learning approach to rapidly quantifying the fatigue probability of failure for steel catenary risers
10.3390/s21155238,Convolutional neural networks for challenges in automated nuclide identification
10.1061/(ASCE)CO.1943-7862.0002141,Automated Framework to Translate Rebar Spatial Information from GPR into BIM
10.1061/(ASCE)CF.1943-5509.0001653,Feature Selection and Deep Learning for Deterioration Prediction of the Bridges
10.1016/j.compstruct.2021.114581,Interlaminar damage assessment method of CFRP laminate based on Synchrosqueezed Wavelet Transform and ensemble Principal Component Analysis
10.1016/j.jobe.2021.102536,A review on application of soft computing techniques for the rapid visual safety evaluation and damage classification of existing buildings
10.1007/978-981-16-2354-7_51,Mineral Oil-Filled Transformer DGA from Detective Correction to Strategic Prevention
10.1007/s10488-021-01150-6,Predicting Future Service Use in Dutch Mental Healthcare: A Machine Learning Approach
10.1186/s43065-021-00021-6,Machine learning model and strategy for fast and accurate detection of leaks in water supply network
10.3390/jmse9020137,Development of a fuel consumption prediction model based on machine learning using ship in-service data
10.1088/1742-6596/1765/1/012008,Machine learning algorithms for the prediction of the mechanical properties of railways' rail pads
10.3390/en14071809,Transformer oil quality assessment using random forest with feature engineering
10.1364/JOCN.409538,Lightpath QoT computation in optical networks assisted by transfer learning
10.3390/computers10030034,Supervised distributed multi-instance and unsupervised single-instance autoencoder machine learning for damage diagnostics with high-dimensional data—a hybrid approach and comparison study
10.1007/s00170-021-06596-4,Comparative evaluation of supervised machine learning algorithms in the prediction of the relative density of 316L stainless steel fabricated by selective laser melting
10.1002/2050-7038.12894,A hybrid machine learning and meta-heuristic algorithm based service restoration scheme for radial power distribution system
10.1061/(ASCE)BE.1943-5592.0001716,Deep Learning-Based Minute-Scale Digital Prediction Model of Temperature-Induced Deflection of a Cable-Stayed Bridge: Case Study
10.1109/EIT51626.2021.9491844,Spatial Temporal Denoised Thermal Source Separation in Images of Compact Pulsed Thermography System for Qualification of Additively Manufactured Metals
10.1016/j.apor.2021.102681,Research on the fault monitoring method of marine diesel engines based on the manifold learning and isolation forest
10.1115/GT2021-58925,AI assisted high fidelity multi-physics digital twin of industrial gas turbines
10.1007/978-3-030-78114-9_21,"New Methods for Metastimuli: Architecture, Embeddings, and Neural Network Optimization"
10.1007/978-3-030-91431-8_48,MMA-Net: A MultiModal-Attention-Based Deep Neural Network for Web Services Classification
10.7717/peerj-cs.755,Intelligent scaling for 6G IoE services for resource provisioning
10.1109/CONECCT52877.2021.9622361,Condition Assessment of High Voltage Insulator using Convolutional Neural Network
10.1109/ICWS49710.2020.00029,ServeNet: A Deep Neural Network for Web Services Classification
10.1109/CECIT53797.2021.00128,Intelligent Diagnosis of Pipeline Defects Based on Extreme Learning Machine
10.2118/204738-MS,A Real-Time Friction Prediction Model for in Service Drill String Based on Machine Learning Methods Coupling with Mechanical Mechanism Analysis
10.1063/5.0016226,Improved clustering and deep learning based short-term wind energy forecasting in large-scale wind farms
10.1109/ICTC49870.2020.9289275,On Performance VNF Load Prediction Models in Service Function Chaining
10.1364/OSAC.399511,Assessment of cross-train machine learning techniques for QoT-estimation in agnostic optical networks
10.3390/app10207153,A machine learning framework for assessing seismic hazard safety of reinforced concrete buildings
10.1186/s43251-020-00006-7,Fracture acoustic emission signals identification of stay cables in bridge engineering application using deep transfer learning and wavelet analysis
10.1016/j.compstruct.2020.112702,A novel method to predict the stiffness evolution of in-service wind turbine blades based on deep learning models
10.1007/978-981-15-8603-3_24,Choosing the Appropriate Branch for Participation Banks Through Machine Learning
10.1016/j.compedu.2020.104052,The relation between in-service teachers' digital competence and personal and contextual factors: What matters most?
10.1007/978-981-15-4680-8_45,Real Time Estimation of Local Wave Characteristics from Ship Motions Using Artificial Neural Networks
10.1080/15732479.2020.1734632,Predicting fatigue damage of highway suspension bridge hangers using weigh-in-motion data and machine learning
10.1007/978-3-030-73280-6_31,Detection of Distributed Denial of Service Attacks Using Automatic Feature Selection with Enhancement for Imbalance Dataset
10.1007/978-3-030-64594-6_71,Machine Learning Algorithms for Health Monitoring of Timber Utility Poles Using Stress Wave Propagation
10.1016/j.ijfatigue.2019.105458,Steel railway bridge fatigue damage detection using numerical models and machine learning: Mitigating influence of modeling uncertainty
10.4271/2020-01-0727,Safety Assurance Concepts for Automated Driving Systems
10.3390/su12041643,The heterogeneous impacts of R&D on innovation in services sector: A firm-level study of developing ASEAN
10.1007/978-3-319-73876-5,Economic Models for Managing Cloud Services
10.1016/j.actamat.2020.03.047,Machine learning based hierarchy of causative variables for tool failure in friction stir welding
10.3390/COATINGS10070704,Prediction of thermal barrier coatings microstructural features based on support vector machine optimized by cuckoo search algorithm
10.1088/1361-6501/ab79c8,Automatic crack recognition for concrete bridges using a fully convolutional neural network and naive Bayes data fusion based on a visual detection system
10.1108/DTA-03-2019-0040,An approach for fault prediction in SOA-based systems using machine learning techniques
10.1145/3414045.3415947,Cooperative content delivery in UAV-RSU assisted vehicular networks
10.1109/ICPADS47876.2019.00092,Dynamic resource optimization based on flexible numerology and markov decision process for heterogeneous services
10.1364/JOCN.12.000A18,Deep-NFVOrch: Leveraging deep reinforcement learning to achieve adaptive vNF service chaining in DCI-EONs
10.1007/978-3-030-63823-8_65,Detection of Web Service Anti-patterns Using Neural Networks with Multiple Layers
10.1117/12.2518953,Improving thermal substation inspections utilising machine learning
10.1115/OMAE2020-18190,A bayesian machine learning approach for efficient integrity management of steel lazy wave risers
10.18462/iir.iccc.2020.294815,Ageing of refrigerated transport vehicles: Development of a numerical predictive model
10.1109/GTDAsia.2019.8715987,Driving Reliability with Machine Learning and Improving Operation by Digitalization of Power Transformers
10.1109/SOSE.2019.00025,Deep reinforcement learning based service migration strategy for edge computing
10.1061/(ASCE)BE.1943-5592.0001385,Infrasound-Based Noncontact Sensing for Bridge Structural Health Monitoring
10.1109/MCSE.2018.2882328,Response prediction of stochastic dynamics by neural network: Theory and application on railway vehicle
10.1016/j.knosys.2019.05.020,Adaptive and large-scale service composition based on deep reinforcement learning
10.1109/DASC43569.2019.9081692,Doorway to the United States: An Exploration of Customs and Border Protection Data
10.1109/ICWS.2019.00079,Deep learning for web services classification
10.3390/app8071197,Quantitative deterioration assessment of road bridge decks based on site inspected cracks
10.1061/JTEPBS.0000132,Analysis of in-service traffic sign visual condition: Tree-based model for mobile LiDAR and digital photolog data
10.1016/j.physa.2018.09.010,Information system for e-GDP based on computational intelligence approach
10.15676/ijeei.2018.10.4.4,Power transformer paper insulation assessment based on oil measurement data using SVM-classifier
10.1109/FUZZ-IEEE.2018.8491662,A big-bang big-crunch type-2 fuzzy logic system for generating interpretable models in workforce optimization
10.1145/3759928.3759969,Efficient Training Architecture for Circumferential Weld State Prediction Model and Hyperparameter Co-evolution Strategy
10.1088/1361-651X/adf242,Elucidating the influence of alloying elements on hydrogen embrittlement in steels through machine learning-aided property prediction
10.3390/appliedmath5030113,Predicting the Cognitive and Social–Emotional Development of Minority Children in Early Education: A Data Science Approach
10.3390/s25175469,Smart Monitoring of Power Transformers in Substation 4.0: Multi-Sensor Integration and Machine Learning Approach
10.1784/insi.2025.67.10.620,Adaptive fuzzy logic expert system for predictive maintenance of transformers installed in cold climatic conditions
10.1016/j.istruc.2025.110126,Time-variant reliability assessment for determining truck axle weight limit of RC bridges: A hybrid machine learning-based framework
10.1016/j.seps.2025.102271,A case-driven simulation-optimization model for sustainable medical logistics network
10.1016/j.compgeo.2025.107389,Application of physics-informed neural networks for nonlinear analysis of buried steel pipelines to support pipe reinforcement against ground movement
10.1115/1.4069332,Prediction Method for Burst Pressure of Oil and Gas Pipelines Based on GA-BP Algorithm
10.1016/j.oceaneng.2025.122628,A small-sample fatigue life prediction framework for welded joints in orthotropic steel decks using data augmentation and CNN-based feature learning
10.1038/s41598-025-95364-5,"A hybrid hierarchical health monitoring solution for autonomous detection, localization and quantification of damage in composite wind turbine blades for tinyML applications"
10.1016/j.paerosci.2025.101145,Machine learning in flight parameter-based structural load prediction: A review and framework proposal
10.1016/j.engstruct.2025.120787,Axial pressure and damage identification of plate rubber bearings using transfer learning of electromechanical admittance signals from different PZT transducers
10.1016/j.mtcomm.2025.112378,Creep life prediction of 10CrMo910 steel main steam pipes based on carbide evolution and machine learning
10.3390/en12142694,Application of machine learning in transformer health index prediction
10.1007/978-3-030-23597-0_38,Detecting Anomalies in Communication Packet Streams Based on Generative Adversarial Networks
10.14311/NNW.2019.29.008,Modelling smart road traffic congestion control system using machine learning techniques
10.1109/ACCESS.2019.2917751,Machine Learning Based Flexible Transmission Time Interval Scheduling for eMBB and uRLLC Coexistence Scenario
10.1109/CCWC.2017.7868377,COLAP: A predictive framework for service function chain placement in a multi-cloud environment
10.1063/1.4974683,Evaluation of machine learning tools for inspection of steam generator tube structures using pulsed eddy current
10.1088/1757-899X/236/1/012101,Crack identification for rigid pavements using unmanned aerial vehicles
10.3390/en10122022,Identification of power transformerwinding mechanical fault types based on online IFRA by support vector machine
10.1016/j.powtec.2014.03.017,Modelling the Electrostatic Fluidised Bed (EFB) coating process using Support Vector Machines (SVMs)
10.3390/en8088814,Novel method for measuring the heat collection rate and heat loss coefficient of water-in-glass evacuated tube solar water heaters based on artificial neural networks and support vector machine
10.1186/s40064-016-2242-1,Extreme learning machine: a new alternative for measuring heat collection rate and heat loss coefficient of water-in-glass evacuated tube solar water heaters
10.1007/978-3-319-71078-5_36,Using machine learning for dynamic multicast capacity planning
10.1016/B978-0-12-374950-5.00007-9,Optical performance monitoring based on asynchronous delay-tap sampling
10.1109/ICELCE.2010.5700682,Past experience and future developments toward the safeguarding of power transformers
10.1117/12.849248,Support vector machine for abnormality detection on a cable-stayed bridge
10.1002/qre.1377,Suggesting and justifying model updates for improved troubleshooting
10.1016/B978-0-323-85534-1.00021-0,Use of AI and machine learning techniques in knitting
10.1016/j.cie.2021.107267,Intelligent machine learning based total productive maintenance approach for achieving zero downtime in industrial machinery
10.3390/su132212369,Achieving resilience and business sustainability during COVID-19: The role of lean supply chain practices and digitalization
10.3390/electronics10111223,Ai-enabled efficient and safe food supply chain
10.1016/j.agsy.2019.102760,A system approach towards prediction of food safety hazards: Impact of climate and agrichemical use on the occurrence of food safety hazards
10.1016/j.jfp.2025.100621,Harnessing Artificial Intelligence to Safeguard Food Quality and Safety
10.1111/jiec.70087,Modeling material flow dynamics in coupled natural-industrial ecosystems for resilience to climate change: A case study on a soybean-based industrial ecosystem
10.1016/j.cles.2025.100200,Energy storage supply chain modeling and optimization: A systematic review
10.1016/j.sftr.2025.100985,Net-zero biomass energy sustainable supply chain considering productivity opportunity gap using machine learning
10.1186/s40100-025-00380-8,Environmental regulations and eco-innovation as catalysts for green agricultural practices: insights from Pakistan–China agricultural cooperation
10.1007/s11483-025-10001-y,Machine Learning-Based Prediction of Firmness in Coated Bananas Under Retail Conditions
10.1016/j.clscn.2025.100252,Predicting biomass transportation costs: A machine learning approach for enhanced biofuel competitiveness
10.3390/foods14193424,Machine Learning for Quality Control in the Food Industry: A Review
10.3390/su17198848,Machine Learning-Aided Supply Chain Analysis of Waste Management Systems: System Optimization for Sustainable Production
10.1007/s10586-024-05074-2,Elevating manufacturing excellence with multilevel optimization in smart factory cloud computing using hybrid model
10.3390/logistics9030105,Material Flow Analysis for Demand Forecasting and Lifetime-Based Inflow in Indonesia’s Plastic Bag Supply Chain
10.1016/j.aquaculture.2025.742904,Market dynamics and E-commerce satisfaction in China's aquatic food sector: Machine learning and data insights
10.1016/j.onehlt.2025.100987,Analysis of antibiotic use and access to drugs among poultry farmers in Kenya
10.3390/su17125434,Sustainable Supply Chain Strategies for Modular-Integrated Construction Using a Hybrid Multi-Agent–Deep Learning Approach
10.1016/j.jfca.2025.107802,NIR spectroscopic analysis for geographical traceability of winter jujube: A systematic evaluation of integrated models
10.1016/j.compchemeng.2025.109175,Superstructure hybrid optimization framework: An innovative approach for multi-objective supply chain optimization
10.1016/j.sca.2025.100116,A comparative assessment of causal machine learning and traditional methods for enhancing supply chain resiliency and efficiency in the automotive industry
10.1016/j.sca.2024.100091,A conceptual digital twin framework for supply chain recovery and resilience
10.1007/s11694-025-03269-8,Integration of AI based tools in dairy quality control: Enhancing pathogen detection efficiency
10.3390/s25144439,An Inexpensive AI-Powered IoT Sensor for Continuous Farm-to-Factory Milk Quality Monitoring
10.3390/rs17142500,Kolmogorov–Arnold Networks for Interpretable Crop Yield Prediction Across the U.S. Corn Belt
10.3390/app15137589,Advanced Planning Systems in Production Planning Control: An Ethical and Sustainable Perspective in Fashion Sector
10.1016/j.asoc.2024.112501,Trainable Monte Carlo-MLP for cost uncertainty in resilient supply chain optimization with additive manufacturing implementation challenges
10.3390/f16010124,Log End Face Feature Extraction and Matching Method Based on Swin Transformer V2
10.1016/j.seta.2024.104123,Recent advancements in biomass to bioenergy management and carbon capture through artificial intelligence integrated technologies to achieve carbon neutrality
10.1016/j.apenergy.2024.123794,Designing a resilient and sustainable multi-feedstock bioethanol supply chain: Integration of mathematical modeling and machine learning
10.1007/s11947-024-03505-x,Non-destructive Ripeness Detection of Avocados (Persea Americana Mill) using Vision and Tactile Perception Information Fusion Method
10.18280/ijdne.200321,"Shallot Crop Harvest Time and Yield Prediction Using Machine Learning Based on Farmers’ Tacit Knowledge in Brebes Regency, Indonesia"
10.1016/j.comnet.2025.111207,Industrial IoT intrusion attack detection based on composite attention-driven multi-layer pyramid features
10.1145/3718491.3718579,Research on Supplier Selection and Order Collaborative Optimization Strategies from the Perspective of Economics Assisted by Machine Learning
10.1109/INCET64471.2025.11140948,AI-Powered Decentralized Energy Trading Platform with BiLSTM-based Generation Prediction and Carbon Footprint Analysis
10.1109/ACCESS.2025.3610316,A Hybrid Machine Learning Framework for Daily Dairy Demand Forecasting: Integrating SARIMAX and XGBoost for Seasonal Production Optimization
10.1007/978-981-96-2625-0_41,Adaptive Neural Network for CO2 Reduction: A Predictive Model Integrating MCMC and GAT Techniques for Oil Vessel Supply Chain
10.1109/ICCIAA65327.2025.11013007,Towards Smarter Supply Chains: Machine Learning Methodologies for Delivery Risk Assessment
10.1109/ICSSAS66150.2025.11080704,Multi-Source Data-Driven Intelligent Model for Credit Assessment in Agricultural Financing
10.1007/s41660-025-00553-4,"Evaluation of Energy Sector Providers for Enhanced Efficiency, Performance, and Sustainability Using the Digital, Lean, Agile, Resilient, and Green (DLARG) Framework: A Machine Learning Model"
10.1109/ICSCDS65426.2025.11166966,Machine Learning for Predicting Program Launch Delays in Mechanical Parts Procurement
10.1109/JIOT.2025.3572901,Federated Learning With Client Clustering Selection and Quality-Aware Model Aggregation (2024)
10.1002/9781394301287.ch6,Production of Biobutanol Based on Artificial Intelligence (AI)
10.1080/17509653.2025.2498119,A machine learning approach for engineer-to-order firms to predict supplier performance in critical supply chains
10.1109/ACCESS.2025.3592030,PEARL: An Adaptive and Explainable Hardware Trojan Detection Using Open Source and Enterprise Large Language Models
10.1021/acsami.4c12158,Manipulator with Integrated Flexible Tactile Sensing Arrays for Kiwifruit Ripeness and Size Classification
10.48084/etasr.7934,Design of a Machine Learning-based Decision Support System for Product Scheduling on Non Identical Parallel Machines
10.1007/s11356-024-34648-1,How international conflicts and global crises can intertwine and affect the sources and levels of air pollution in urban areas
10.3390/su16156491,An Economic Optimization Model of an E-Waste Supply Chain Network: Machine Learned Kinetic Modelling for Sustainable Production
10.1177/23977914251319897,Structural integrity of fused filament fabricated polymer composites using Taguchi method and XGB regression
10.1016/j.procs.2025.02.056,Machine Learning and Simulation Modeling Large Offshore and Production Plants to improve Engineering and Construction
10.1007/s00500-023-08512-2,I-LDD: an interpretable leaf disease detector
10.3390/math12060819,Optimizing the Economic Order Quantity Using Fuzzy Theory and Machine Learning Applied to a Pharmaceutical Framework
10.3390/en17061316,Machine Learning Technologies in the Supply Chain Management Research of Biodiesel: A Review
10.1007/s00500-024-09640-z,Coupling of SME innovation and innovation in regional economic prosperity with machine learning and IoT technologies using XGBoost algorithm
10.1002/ieam.4954,Machine learning-based life cycle assessment for environmental sustainability optimization of a food supply chain
10.1016/j.isprsjprs.2024.07.007,EMET: An emergence-based thermal phenological framework for near real-time crop type mapping
10.1016/j.ijpe.2024.109325,A location-production-routing problem for distributed manufacturing platforms: A neural genetic algorithm solution methodology
10.1002/9781394214167.ch17,Reinforcement Learning Approach in Supply Chain Management: A Review
10.1007/978-3-031-74485-3_33,Explainable Artificial Intelligence in Agrifood Supply Chain: State of the Art Review
10.48084/etasr.8779,Application of LightGBM Algorithm in Production Scheduling Optimization on Non-Identical Parallel Machines
10.1109/ICEECT61758.2024.10739108,Low Cost IoT and ML based Pesticide Level Detection in Fruits and Vegetables
10.1016/j.cie.2024.110145,Digital twin model with machine learning and optimization for resilient production–distribution systems under disruptions
10.1109/ICPEICES62430.2024.10719230,Deep Learning and Proxy Smart Contract-Based Supply Chain Management for Electric Vehicles
10.1109/CASE59546.2024.10711436,Reinforcement learning for the supply chain dynamics problem with production capacity constraints and non-stationary demand
10.1002/9781394195336.ch7,Digital Twins in Flexible Industrial Production and Smart Manufacturing: Case Study on Intelligent Logistics and Supply Chain Management
10.1109/COMPAS60761.2024.10796308,An Advance Machine Learning Framework for Predicting Machine Breakdown in The Steel Industry
10.1080/17517575.2024.2406008,Spatial-temporal deep learning method for solving data-driven multi-echelon stochastic lot sizing problems with intermediate demands
10.1201/9781003542766-8,Blockchain technology and artificial intelligence for enhanced vaccine supply chain management
10.3389/frsus.2024.1388771,Accelerate demand forecasting by hybridizing CatBoost with the dingo optimization algorithm to support supply chain conceptual framework precisely
10.1007/978-981-97-2082-8_1,Deep Learning-Based Attack Prediction for Returns in Supply Chain Management Systems
10.20532/cit.2024.1005804,Optimization and Benefit Assessment of Production Supply Chain Networks Using Graph Neural Network Models
10.1109/ICSTEM61137.2024.10560659,Sales Forecasting Based on Time Series Analysis
10.1016/B978-0-443-28824-1.50369-0,Surrogate Based Mixed Integer Linear Programming Model for Decarbonization of an Integrated Gas-Oil Separation Network
10.1109/ICTLE62418.2024.10703963,Predicting Supply Chain Upstreamness Using An Ensemble Machine Learning Method
10.2118/219392-MS,Calculation of Production Back Allocation Using Machine Learning Algorithms
10.1109/SCEECS61402.2024.10482304,AyurMedVerify: Medicinal Plant Authentication System
10.3926/jiem.6256,Design of a Traceability System for a Coffee Supply Chain Based on Blockchain and Machine Learning
10.3389/fmed.2024.1391727,The future of medicine: an outline attempt using state-of-the-art business and scientific trends
10.1007/978-3-031-69336-6,Soft Computing in Industry 5.0 for Sustainability
10.1108/IJESM-11-2021-0019,Modelling the impact of disease outbreaks on the international crude oil supply chain using Random Forest regression
10.1109/DeSE63988.2024.10911919,Comparing surface-enhanced Raman spectroscopy and Raman microscopy with machine learning for the authentication of Covid-19 vaccines
10.1016/j.fbio.2023.103313,Enhancing salmon freshness monitoring with sol-gel cellulose nanocrystal colorimetric paper sensors and deep learning methods
10.1016/j.suscom.2023.100917,BFSF: A secure IoT based framework for smart farming using blockchain
10.1016/j.resenv.2023.100133,Hybrid machine learning-metaheuristic model for sustainable agri-food production and supply chain planning under water scarcity
10.1109/ACCESS.2024.3389648,An Ensemble Hybrid Framework: A Comparative Analysis of Metaheuristic Algorithms for Ensemble Hybrid CNN Features for Plants Disease Classification
10.3844/jcssp.2024.955.963,Global Supply Chain: Enhance Production Cost Efficiency Through Machine Learning
10.1016/j.inpa.2023.08.004,"Erratum to missing ethical statements for experimentation with human and animal subjects in previously published articles (Information Processing in Agriculture (2020) 7(4) (523–534), (S2214317319301714), (10.1016/j.inpa.2020.01.002))"
10.3390/su15086965,Insights into the Application of Machine Learning in Industrial Risk Assessment: A Bibliometric Mapping Analysis
10.1016/j.aei.2023.102055,ARIMA-AdaBoost hybrid approach for product quality prediction in advanced transformer manufacturing
10.1002/9781394220649,Machine Learning Theory and Applications: Hands-on Use Cases with Python on Classical and Quantum Machines
10.1109/SMC53992.2023.10394096,Intelligent Product Quality Prediction for Highly Customized Complex Production Adopting Ensemble Learning Model
10.1109/OCIT59427.2023.10430944,FortiRx 2.0: Smart Privacy-Preserved Demand Forecasting of Prescription Drugs in Healthcare-CPS
10.3390/su15032579,A Blockchain-Driven Food Supply Chain Management Using QR Code and XAI-Faster RCNN Architecture
10.1016/j.energy.2022.126138,Biogas generation potential of discarded food waste residue from ultra-processing activities at food manufacturing and packaging industry
10.1109/SeFeT57834.2023.10245140,Predictive Performance of EV Charging Behaviour in COVID-19
10.1201/9781003356639-2,Recent Advancements in Artificial Intelligence and Machine Learning in Sustainable Energy Management
10.1016/j.resconrec.2022.106847,Machine learning for sustainable development and applications of biomass and biomass-derived carbonaceous materials in water and agricultural systems: A review
10.1109/GCCE59613.2023.10315663,A DDoS Attack Detection System for Industry 5.0 using Digital Twins and Machine Learning
10.14569/IJACSA.2023.0141266,Applying Big Data Analysis and Machine Learning Approaches for Optimal Production Management
10.17222/MIT.2023.940,OPTIMIZING SUSTAINABLE MATERIAL SELECTION FOR AIR CONDITIONERS IN A SUPPLY CHAIN
10.3390/rs14122927,UAV Remote Sensing for High-Throughput Phenotyping and for Yield Prediction of Miscanthus by Machine Learning Techniques
10.1093/jge/gxac056,Augmented deep learning workflow for robust fault prediction over multiple tectonic regimes
10.1109/USBEREIT58508.2023.10158893,Web Usability Segmentation - Applying K-Means Clustering to the System Usability Scale
10.1108/JEIM-08-2020-0322,A systematic literature review of RFID in supply chain management
10.54216/IJNS.210213,Neutrosophic-based Machine Learning Techniques in the Context of Supply Chain Management: A Survey
10.1109/ICAISS55157.2022.10011003,Management of Shipment Content using Novel Practices of Supply Chain Management and Big Data Analytics
10.1007/978-3-031-14748-7_1,AI Models and Methods in Automotive Manufacturing: A Systematic Literature Review
10.1007/978-981-19-3035-5_43,Food Quality Checking and Scanning System Using Machine Learning with Blockchain Framework—A Survey
10.1007/s00170-023-10847-x,Continuous quality control evaluation during manufacturing using supervised learning algorithm for Industry 4.0
10.33313/386/080,Combining Time Series and Chemical Composition Data for Early Longitudinal Crack Detection at the Continuous Caster
10.3390/computers10120156,Smart master production schedule for the supply chain: A conceptual framework
10.3390/s21237926,An explainable machine learning model for material backorder prediction in inventory management
10.3390/logistics5040066,Sustainable Innovations in the Food Industry through Artificial Intelligence and Big Data Analytics
10.1016/j.compag.2016.08.015,"The effect of tuning, feature engineering, and feature selection in data mining applied to rainfed sugarcane yield modelling"
10.14809/faim.2014.0443,Integration of machine learning and mathematical programming methods into the biomass feedstock supplier selection process
10.5220/0004830602090214,Conflict resolution of production-marketing collaborative planning based on multi-agent self-adaptation negotiation
10.1109/CCWC51732.2021.9376171,Performance and Predicting of Inbound Logistics Processes Using Machine Learning
10.1109/ICCES54183.2022.9835853,Designing Inventory system Utilizing Neural Network in the prediction of Machine Learning-based Design
10.1016/j.matpr.2022.07.133,Prediction of quality in production using optimized Hyper-parameter tuning based deep learning model
10.1109/ICCMC53470.2022.9753855,Trojan Detection using Convolutional Neural Network
10.1016/j.aiia.2022.09.002,"A systematic review of machine learning techniques for cattle identification: Datasets, methods and future directions"
10.2174/2213275911666181012121059,Classification of operational and financial variables affecting the bullwhip effect in indian sectors: A machine learning approach
10.7160/aol.2018.100402,ICT intervention in the socio-economic development of Udupi jasmine
10.1016/j.foodcont.2018.10.021,"Impact of drivers of change, including climatic factors, on the occurrence of chemical food safety hazards in fruits and vegetables: A Bayesian Network approach"
10.3390/ijerph15081627,Credit evaluation system based on blockchain for multiple stakeholders in the food supply chain
10.1016/B978-0-444-64241-7.50155-5,Comprehensive Investment Framework for Optimal Exploitation of Liquid-Rich Unconventional Reservoirs and Natural Gas Distribution
10.2118/187361-ms,A machine learning approach to optimize shale gas supply chain networks
10.2118/187361-MS,A Machine Learning Approach to Optimize Shale Gas Supply Chain Networks
10.1016/j.jclepro.2019.117870,"Digestate evaporation treatment in biogas plants: A techno-economic assessment by Monte Carlo, neural networks and decision trees"
10.1109/MLBDBI48998.2019.00021,"Adoption of business intelligence - Technological, individual and supply chain efficiency"
10.3233/JIFS-189054,Quantitative analysis of enterprise chain risk based on SVM algorithm and mathematical fuzzy set
10.1007/978-3-642-40864-9_2,Policy search through adaptive function approximation for bidding in TAC SCM
10.1109/ASMC.2011.5898218,Cycle time prediction in wafer fabrication line by applying data mining methods
10.3390/make1030057,Using Machine Learning for Enhancing the Understanding of Bullwhip Effect in the Oil and Gas Industry
10.1109/EIT48999.2020.9208238,An Approach to Optimize Future Inbound Logistics Processes Using Machine Learning Algorithms
10.1016/j.jclepro.2019.119661,Sustainability assessment and modeling based on supervised machine learning techniques: The case for food consumption
10.1109/ICTC49870.2020.9289286,Machine Learning Algorithm for Intelligent Prediction for Military Logistics and Planning
10.1109/ICCPS.2018.00022,Learning and Control Using Gaussian Processes
10.1109/ICAICE54393.2021.00050,Design and Implementation of Pork Freshness Grading Based on Deep Learning
10.1109/COASE.2019.8842918,Plan instability prediction by machine learning in master production planning
10.1016/j.jngse.2019.103007,Data driven techno-economic framework for the development of shale gas resources
10.22104/ift.2025.7689.2220,Design and Fabrication of a Novel Electronic Sensor for Detecting Spoilage in Milk
10.1111/1471-0307.70049,A systematic review of the internet of things and artificial intelligence applications in milk quality monitoring and analysis
10.1016/j.foodres.2025.117175,AI-based smart pretreatment of fresh fruits and vegetables before processing: Research progress and application prospects
10.1016/j.sftr.2025.101338,Managing volatile markets: A dynamic capability approach to analytics-driven performance in fast-moving supply chains for sustainable development
10.1371/journal.pone.0227438,Cloud-computing and machine learning in support of country-level land cover and ecosystem extent mapping in Liberia and Gabon
10.15177/SEEFOR.19-21,Modelling stand variables of beech coppice forest using spectral sentinel-2A data and the machine learning approach
10.3390/su11143934,Identifying drivers of genetically modified seafood demand: Evidence from a choice experiment
10.3390/rs11111275,Estimation and mapping of forest structure parameters from open access satellite images: Development of a generic method with a study case on coniferous plantation
10.1109/BigData.2017.8258116,A data-driven approach for improving sustainability assessment in advanced manufacturing
10.1016/j.procir.2018.12.008,Explainable convolutional neural network for gearbox fault diagnosis
10.3390/ijgi8120580,Global mapping of GDP at 1 km2 using VIIRS nighttime satellite imagery
10.1371/journal.pone.0030396,Ecological footprint model using the support vector machine technique
10.1109/JSTARS.2021.3058421,Improved Mapping of Long-Term Forest Disturbance and Recovery Dynamics in the Subtropical China Using All Available Landsat Time-Series Imagery on Google Earth Engine Platform
10.1016/j.advwatres.2020.103819,A machine learning model of virtual water networks over time
10.1109/ACCESS.2021.3131562,The Physical Internet in the Era of Digital Transformation: Perspectives and Open Issues
10.1088/1757-899X/788/1/012044,Sustainability performance model: A case study of pneumatic nipple hose connector
10.1016/j.jclepro.2020.120644,China's population spatialization based on three machine learning models
10.1016/j.jenvman.2022.114918,Machine learning based prediction for China's municipal solid waste under the shared socioeconomic pathways
10.1080/14786451.2022.2130923,Sustainable strategies for anaerobic digestion of oil palm empty fruit bunches in Indonesia: a review
10.1016/j.seta.2021.101426,Artificial intelligence for planning of energy and waste management
10.3390/su12187569,Risk assessment and monitoring of green logistics for fresh produce based on a support vector machine
10.21577/0100-4042.20170877,CLOROFILA EXTRAÍDA DE RESÍDUO INDUSTRIAL DA ERVA-MATE (Ilex paraguaiensis) UMA POSSIBILIDADE DE ECONOMIA CIRCULAR
10.1007/s10666-021-09807-0,"Machine Learning-Based Modeling of the Environmental Degradation, Institutional Quality, and Economic Growth"
10.3390/ma15217764,In-Depth Analysis of Cement-Based Material Incorporating Metakaolin Using Individual and Ensemble Machine Learning Approaches
